cluster,id,lat,lon,area_km2,q99_mm_d,q99_std,q95_mm_d,q95_std,q90_mm_d,q90_std,q10_mm_d,q10_std,q5_mm_d,q5_std,q1_mm_d,q1_std,qmean_mm_yr,qmean_std
2,12114500,47.34205,-121.54899,66.56,27.56222,0.355,15.77833,0.225,11.694445,0.211115,1.08389,0.10889,0.79667,0.095555,0.61,0.097775,1981.25165,2.223335
2,12117000,47.38649,-121.84622,44.85,31.79629667,0.398146667,16.15481333,0.23926,11.56740667,0.20889,0.826663333,0.107406667,0.563703333,0.1,0.488146667,0.105926667,1943.825177,2.225556667
2,12073500,47.38926,-122.69902,15.67,12.44111,0.40556,6.81667,0.3,4.29222,0.25,0.22222,0.13444,0.14778,0.12111,0.07778,0.12444,677.37335,2.53222
6,6468250,47.39972,-98.79761,3242.61,1.044696818,0.216666364,0.243686818,0.123130455,0.075556364,0.096817727,0.000100909,0.064343636,0,0.048586364,0,0.047423182,19.98434364,1.376463182
2,12143600,47.4526,-121.71788,165.01,30.547775,0.44389,16.58556,0.238335,12.244445,0.208335,1.291115,0.09611,0.995,0.09389,0.701665,0.093335,2147.05556,2.480555
2,12141300,47.48594,-121.64788,401.51,35.92963,0.446293333,18.37888667,0.26185,13.65555667,0.195926667,1.488516667,0.0863,1.092223333,0.076293333,0.709626667,0.079633333,2470.155197,2.687776667
4,12375900,47.4916,-114.02677,19.72,8.1052775,0.380835,4.6477775,0.2202775,3.5113875,0.181665,0.251665,0.0877775,0.2175,0.0902775,0.176945,0.0747225,489.0475,2.1286125
2,12144000,47.49288,-121.79011,210.11,30.547775,0.44389,16.58556,0.238335,12.244445,0.208335,1.291115,0.09611,0.995,0.09389,0.701665,0.093335,2147.05556,2.480555
2,12056500,47.51426,-123.32989,146.97,47.57333,0.58556,21.05889,0.35889,16.54222,0.33556,1.37667,0.12778,0.98444,0.14111,0.62,0.15222,2895.18113,3.67222
2,12040500,47.53786,-124.31575,1153.44,54.51444375,0.57361125,23.77930625,0.41111,17.384305,0.36027625,0.8165275,0.1458325,0.5704175,0.13222125,0.44500125,0.14319625,2630.472356,4.2972225
6,6468170,47.55805,-98.86289,2809.1,1.041542778,0.225370556,0.237901111,0.125492778,0.072346667,0.098703333,0.000123333,0.066913333,0,0.051111111,0,0.048826667,19.50024667,1.423640556
2,12390700,47.58605,-115.35515,470.23,11.86037333,0.295556667,7.13074,0.183333333,5.220736667,0.17148,0.35,0.08222,0.28,0.07222,0.216296667,0.07889,711.4466667,1.587406667
2,12411000,47.70611,-115.97917,867.48,12.55796167,0.309075,7.120558333,0.216296667,5.115741667,0.175371667,0.25611,0.082035,0.235553333,0.070925,0.154813333,0.086298333,726.23481,1.925556667
5,6332515,47.78724,-102.76853,191.49,1.99889,0.33111,0.33111,0.15778,0.22889,0.16222,0.00333,0.08111,0.00444,0.08444,0.00111,0.07667,29.20889,2.33444
2,12041200,47.80675,-124.25103,655.8,52.5688875,0.48889,22.39528,0.348055,17.176945,0.25889,0.9555575,0.11389,0.6936125,0.120835,0.52139,0.123055,2800.863072,3.353055
2,12048000,48.01426,-123.13268,405.01,29.82,0.45815,15.35333333,0.313703333,12.20592667,0.273333333,1.207776667,0.105183333,0.90222,0.09963,0.603336667,0.10074,1944.822593,2.863703333
6,5120500,48.13834,-100.53986,1509.83,0.865,0.190833333,0.1700925,0.100741667,0.065646667,0.094074167,0,0.0650925,0,0.049166667,0,0.043148333,16.72648167,1.247778333
2,12186000,48.16872,-121.47067,398.44,28.232775,0.346665,16.309445,0.214445,12.353335,0.19833,1.41722,0.087775,1.09722,0.07889,0.765,0.080555,2166.01556,2.32167
2,12167000,48.26149,-122.04764,683.75,29.83074167,0.358888333,14.69777833,0.212961667,10.75018333,0.172038333,0.819445,0.085925,0.591853333,0.077035,0.44537,0.072408333,1803.516295,2.112961667
1,5129115,48.26463,-92.56599,2357.59,4.919111,0.338668,2.444667,0.157778,1.589665,0.131556,0.124222,0.102223,0.108111,0.086444,0.053554,0.082,239.833111,1.661333
2,12451000,48.32958,-120.69177,830.6,20.36333,0.384002,12.935776,0.212888,9.794,0.228,0.80511,0.101998,0.736,0.101778,0.542666,0.089112,1471.324652,2.54
1,5131500,48.39578,-93.54933,4383.51,4.169293333,0.303333333,1.990807879,0.164208485,1.353803939,0.127845455,0.072255758,0.096160606,0.054074848,0.093266364,0.030167879,0.075487879,189.0406739,1.416700909
2,12189500,48.42456,-121.56846,1855.32,26.54811923,0.347179231,15.29615462,0.228632308,11.57743769,0.199827692,1.153162308,0.083676154,0.917435385,0.083932308,0.642736154,0.083846154,1914.127012,2.484956154
2,12358500,48.49524,-114.01012,2939.19,12.993112,0.293056,8.066,0.2385555,5.9174435,0.1892785,0.4094435,0.084554,0.355278,0.081667,0.278056,0.0811655,823.8745005,2.213611
6,5123400,48.58889,-100.44208,3206.1,1.844405357,0.193770357,0.484484643,0.119047143,0.2110325,0.096507857,0,0.056905357,0.000198214,0.050278214,0,0.049404643,39.53452429,1.184880357
2,12175500,48.67263,-121.0729,273.82,23.39667,0.39444,14.9,0.22556,11.34333,0.26889,0.97444,0.10444,0.87889,0.10444,0.65111,0.09111,1760.25334,2.59111
2,12447390,48.82292,-120.14592,58.1,10.987225,0.30972,6.3600025,0.187775,4.681945,0.1763875,0.2052775,0.0830525,0.19,0.08139,0.12861,0.0711125,551.88417,2.0777775
